user_id,date,age,age_group,social_media_hours,work_or_study_hours,entertainment_hours,total_screen_time,primary_device,internet_type
2344,10/27/2024,64,60+,0.2,2.8,2.4,5.4,Mobile,Mobile Data
2345,8/23/2024,17,13-18,0.5,3.4,2.4,6.3,Tablet,Mobile Data
2346,8/17/2024,35,26-35,2.6,4.1,3,9.7,Laptop,Mobile Data
2347,3/5/2024,45,36-45,2.9,3.1,2.9,8.9,Mobile,Mobile Data
2348,8/31/2024,21,19-25,3.7,2.8,1.9,8.4,Tablet,Mobile Data
2349,8/1/2024,36,36-45,3.6,2.1,3.4,9.1,Mobile,Mobile Data
2350,11/29/2024,74,60+,1.8,2.1,1,4.9,Tablet,WiFi
2351,8/26/2024,26,26-35,3.6,3.7,1,8.3,Mobile,Mobile Data
2352,3/1/2024,30,26-35,1.1,5.6,2.6,9.3,Laptop,WiFi
2353,10/31/2024,15,13-18,3.8,4.1,1.5,9.4,Mobile,Mobile Data
2354,8/6/2024,31,26-35,0.2,1.1,3.1,4.4,Laptop,Mobile Data
2355,3/29/2024,55,46-60,2.7,1.8,1.3,5.8,Mobile,WiFi
2356,10/31/2024,26,26-35,1,1.3,1,3.3,Laptop,WiFi
2357,2/27/2024,25,19-25,1.9,1.3,1.3,4.5,Mobile,WiFi
2358,9/2/2024,20,19-25,1.6,3.5,2.6,7.7,Tablet,Mobile Data
2359,8/22/2024,31,26-35,2.8,4.7,2.2,9.7,Mobile,Mobile Data
2360,4/23/2024,13,13-18,3.3,1.7,3.3,8.3,Tablet,Mobile Data
2361,6/25/2024,30,26-35,3.1,2.1,3.3,8.5,Tablet,WiFi
2362,9/15/2024,13,13-18,0.7,1.4,1.4,3.5,Tablet,Mobile Data
2363,6/1/2024,38,36-45,0.5,4.5,3,8,Laptop,WiFi
2364,2/13/2024,73,60+,3.8,5.9,0.9,10.6,Tablet,Mobile Data
2365,1/31/2024,61,60+,2.4,3.6,3.2,9.2,Tablet,Mobile Data
2366,9/15/2024,67,60+,0.9,3,3.1,7,Tablet,Mobile Data
2367,12/20/2024,55,46-60,2.8,2.5,2.1,7.4,Mobile,Mobile Data
2368,2/5/2024,25,19-25,3.1,5.7,1.2,10,Laptop,Mobile Data
2369,10/5/2024,27,26-35,3.1,3.8,1.7,8.6,Laptop,WiFi
2370,12/12/2024,49,46-60,1.7,5,0.6,7.3,Laptop,WiFi
2371,7/17/2024,44,36-45,2.2,3.5,1.8,7.5,Mobile,WiFi
2372,1/5/2024,58,46-60,3.3,5.4,2.4,11.1,Mobile,WiFi
2373,1/15/2024,59,46-60,0.7,2.8,3,6.5,Laptop,WiFi
2374,4/9/2024,41,36-45,3.3,6.1,0.7,10.1,Laptop,Mobile Data
2375,10/17/2024,43,36-45,0.9,1.4,2.2,4.5,Mobile,Mobile Data
2376,1/11/2024,48,46-60,0.8,1.1,3.3,5.2,Tablet,WiFi
2377,12/31/2024,60,46-60,1.1,3.8,2.3,7.2,Laptop,Mobile Data
2378,1/2/2024,29,26-35,3.1,3.6,1.8,8.5,Mobile,WiFi
2379,10/2/2024,24,19-25,1.4,2.2,2,5.6,Mobile,WiFi
2380,10/7/2024,25,19-25,0.8,5,1.1,6.9,Laptop,Mobile Data
2381,2/17/2024,13,13-18,2.6,1.9,3.4,7.9,Tablet,WiFi
2382,12/6/2024,25,19-25,0.7,3.6,1.1,5.4,Laptop,Mobile Data
2383,1/3/2024,17,13-18,1.4,1.4,3.2,6,Laptop,WiFi
2384,7/17/2024,61,60+,0.7,3.6,3.2,7.5,Tablet,WiFi
2385,8/9/2024,24,19-25,1.7,4.4,1,7.1,Tablet,WiFi
2386,10/10/2024,21,19-25,3.9,5.5,2.5,11.9,Mobile,Mobile Data
2387,2/13/2024,26,26-35,2.5,3.7,1.4,7.6,Mobile,WiFi
2388,12/23/2024,66,60+,3.4,5.7,1.1,10.2,Tablet,Mobile Data
2389,4/8/2024,59,46-60,1.4,2,1.2,4.6,Mobile,Mobile Data
2390,8/26/2024,16,13-18,2,1.9,3.4,7.3,Mobile,Mobile Data
2391,11/14/2024,65,60+,2.4,5.7,3,11.1,Laptop,WiFi
2392,6/15/2024,38,36-45,1,7,3.4,11.4,Mobile,WiFi
2393,4/29/2024,37,36-45,1.8,3.6,1.5,6.9,Laptop,WiFi
2394,6/30/2024,15,13-18,0.9,1.7,0.6,3.2,Laptop,WiFi
2395,2/21/2024,16,13-18,2.7,2.2,0.7,5.6,Tablet,WiFi
2396,3/20/2024,74,60+,0.7,4.6,2.2,7.5,Laptop,WiFi
2397,2/28/2024,29,26-35,2.6,3.1,2.9,8.6,Tablet,WiFi
2398,8/15/2024,54,46-60,0.5,6.5,1.3,8.3,Mobile,WiFi
2399,12/21/2024,17,13-18,1,6.4,3.4,10.8,Mobile,WiFi
2400,9/15/2024,33,26-35,0.2,4.4,0.7,5.3,Laptop,WiFi
2401,11/3/2024,54,46-60,0.6,5.7,2.5,8.8,Tablet,Mobile Data
2402,2/24/2024,72,60+,1.4,2.7,0.8,4.9,Tablet,Mobile Data
2403,5/5/2024,36,36-45,0.3,6.6,2.4,9.3,Mobile,WiFi
2404,5/17/2024,31,26-35,1.5,6.6,0.8,8.9,Tablet,WiFi
2405,9/25/2024,20,19-25,0.7,6.6,2.4,9.7,Mobile,Mobile Data
2406,4/2/2024,69,60+,2.4,1.3,2.3,6,Laptop,Mobile Data
2407,5/17/2024,21,19-25,1.4,4.8,1,7.2,Laptop,Mobile Data
2408,12/14/2024,14,13-18,1.8,2.2,0.6,4.6,Tablet,Mobile Data
2409,10/11/2024,61,60+,3.2,3.7,1,7.9,Tablet,WiFi
2410,1/13/2024,47,46-60,2,1.6,3.1,6.7,Laptop,Mobile Data
2411,11/20/2024,54,46-60,3.4,1.7,0.9,6,Mobile,Mobile Data
2412,11/9/2024,35,26-35,2.3,1.8,2.9,7,Tablet,Mobile Data
2413,7/16/2024,16,13-18,1.3,6.5,0.8,8.6,Mobile,Mobile Data
2414,5/19/2024,22,19-25,2.3,3.9,1.2,7.4,Tablet,WiFi
2415,1/17/2024,41,36-45,0.7,3.2,3.2,7.1,Mobile,WiFi
2416,4/12/2024,42,36-45,3.7,1.3,0.8,5.8,Tablet,WiFi
2417,11/15/2024,35,26-35,0.9,2.5,0.7,4.1,Tablet,WiFi
2418,7/9/2024,23,19-25,2.8,3.2,2.3,8.3,Laptop,Mobile Data
2419,5/6/2024,72,60+,3,4.5,3.2,10.7,Laptop,WiFi
2420,2/10/2024,14,13-18,2.6,1.4,1.8,5.8,Laptop,WiFi
2421,9/16/2024,18,13-18,3.8,6.6,2.2,12.6,Mobile,WiFi
2422,3/20/2024,16,13-18,2.3,2.5,1.5,6.3,Tablet,Mobile Data
2423,10/22/2024,17,13-18,0.8,3.8,3.3,7.9,Laptop,Mobile Data
2424,6/25/2024,51,46-60,3.8,4.1,0.5,8.4,Tablet,WiFi
2425,1/28/2024,33,26-35,3.8,2.9,3,9.7,Laptop,Mobile Data
2426,2/5/2024,38,36-45,1.6,4.4,2.8,8.8,Tablet,WiFi
2427,7/12/2024,20,19-25,2,3.1,1.7,6.8,Tablet,WiFi
2428,11/28/2024,23,19-25,2.2,5.9,2.6,10.7,Tablet,WiFi
2429,2/24/2024,21,19-25,2.4,5,1.1,8.5,Laptop,Mobile Data
2430,1/9/2024,63,60+,1.2,4.7,2.3,8.2,Tablet,WiFi
2431,3/5/2024,69,60+,3.2,3,3.4,9.6,Tablet,WiFi
2432,10/31/2024,14,13-18,1.7,4.3,1,7,Laptop,Mobile Data
2433,4/5/2024,67,60+,0.3,5.1,2.8,8.2,Mobile,WiFi
2434,4/2/2024,41,36-45,0.6,5.8,1.5,7.9,Tablet,WiFi
2435,10/29/2024,13,13-18,2.3,2.5,2.2,7,Laptop,Mobile Data
2436,3/10/2024,24,19-25,1,6.2,1.2,8.4,Tablet,Mobile Data
2437,9/29/2024,56,46-60,1.3,5.1,2.9,9.3,Laptop,WiFi
2438,1/29/2024,17,13-18,3.2,4.6,0.7,8.5,Mobile,WiFi
2439,6/25/2024,67,60+,3.5,3.9,1,8.4,Tablet,Mobile Data
2440,8/8/2024,68,60+,3.1,3.3,1.2,7.6,Tablet,WiFi
2441,1/17/2024,55,46-60,2.9,3.9,0.8,7.6,Tablet,Mobile Data
2442,11/23/2024,17,13-18,2.9,4.6,1.1,8.6,Tablet,WiFi
2443,2/8/2024,22,19-25,2.7,6.4,2.2,11.3,Tablet,WiFi
2444,4/28/2024,40,36-45,3.3,5.6,1.6,10.5,Mobile,Mobile Data
2445,5/13/2024,35,26-35,1,4.1,3.3,8.4,Laptop,WiFi
2446,7/1/2024,19,19-25,1.6,4.9,3.1,9.6,Laptop,WiFi
2447,7/15/2024,74,60+,2.4,4.6,1.6,8.6,Laptop,Mobile Data
2448,10/8/2024,20,19-25,1.9,4.5,0.8,7.2,Tablet,WiFi
2449,7/26/2024,67,60+,2.7,1.2,3.4,7.3,Laptop,WiFi
2450,4/13/2024,35,26-35,2.9,2.9,3.3,9.1,Tablet,WiFi
2451,4/4/2024,18,13-18,0.6,4.4,2.2,7.2,Tablet,WiFi
2452,5/20/2024,40,36-45,3.7,4.5,0.6,8.8,Laptop,WiFi
2453,5/28/2024,25,19-25,0.2,4.1,2.4,6.7,Tablet,WiFi
2454,7/21/2024,25,19-25,3.9,2.6,2.9,9.4,Mobile,Mobile Data
2455,10/23/2024,20,19-25,2,5.1,0.9,8,Laptop,Mobile Data
2456,5/15/2024,29,26-35,0.4,6.6,2.7,9.7,Laptop,Mobile Data
2457,3/19/2024,55,46-60,3.9,1.2,0.9,6,Tablet,WiFi
2458,1/15/2024,61,60+,0.5,3.7,2.9,7.1,Mobile,WiFi
2459,7/10/2024,42,36-45,0.8,4.9,1.7,7.4,Mobile,Mobile Data
2460,8/19/2024,29,26-35,0.8,4.1,2.2,7.1,Tablet,WiFi
2461,12/8/2024,37,36-45,1.3,4.9,2.9,9.1,Mobile,WiFi
2462,8/29/2024,55,46-60,1.1,2.6,2.1,5.8,Mobile,WiFi
2463,6/21/2024,18,13-18,2.1,1.8,3.2,7.1,Laptop,WiFi
2464,3/16/2024,22,19-25,1.5,3.5,1.9,6.9,Mobile,WiFi
2465,10/30/2024,68,60+,2.3,4.9,2.3,9.5,Laptop,Mobile Data
2466,7/23/2024,43,36-45,2,6.5,3.1,11.6,Mobile,Mobile Data
2467,9/30/2024,16,13-18,2.2,6.6,1.4,10.2,Laptop,Mobile Data
2468,1/10/2024,65,60+,1.9,1.9,1.4,5.2,Tablet,WiFi
2469,8/28/2024,38,36-45,2.7,4,3.2,9.9,Tablet,WiFi
2470,8/23/2024,55,46-60,1.8,5.1,2.9,9.8,Tablet,Mobile Data
2471,12/5/2024,46,46-60,3.3,2.1,1.6,7,Mobile,WiFi
2472,4/3/2024,52,46-60,2.5,6.1,1.7,10.3,Laptop,Mobile Data
2473,10/3/2024,49,46-60,1.3,6.1,1.9,9.3,Laptop,Mobile Data
2474,2/14/2024,45,36-45,3.1,7,1.6,11.7,Laptop,Mobile Data
2475,1/16/2024,23,19-25,0.6,2.9,1.7,5.2,Laptop,Mobile Data
2476,1/13/2024,51,46-60,0.9,3.5,2.1,6.5,Laptop,WiFi
2477,8/28/2024,72,60+,1.9,6.9,2,10.8,Mobile,WiFi
2478,6/28/2024,42,36-45,3.3,4.4,1.5,9.2,Mobile,Mobile Data
2479,11/29/2024,39,36-45,2.3,4.5,3.1,9.9,Mobile,Mobile Data
2480,9/4/2024,14,13-18,3.7,6.4,2,12.1,Mobile,Mobile Data
2481,1/24/2024,73,60+,3.4,6.4,0.9,10.7,Mobile,Mobile Data
2482,5/30/2024,29,26-35,1.3,6.9,2.4,10.6,Tablet,WiFi
2483,7/28/2024,29,26-35,2.5,1.1,2.4,6,Tablet,Mobile Data
2484,1/23/2024,54,46-60,1.2,6.5,2.6,10.3,Laptop,WiFi
2485,3/18/2024,19,19-25,3.5,5.5,2.8,11.8,Tablet,WiFi
2486,7/29/2024,74,60+,2.4,4,3.1,9.5,Tablet,WiFi
2487,12/27/2024,72,60+,1.8,3.7,2.9,8.4,Tablet,Mobile Data
2488,9/10/2024,47,46-60,0.4,5.1,1.5,7,Tablet,WiFi
2489,4/24/2024,16,13-18,2.6,7,2.7,12.3,Laptop,Mobile Data
2490,11/28/2024,73,60+,3.8,1.7,2,7.5,Tablet,WiFi
2491,3/3/2024,40,36-45,3,3.3,2.8,9.1,Laptop,WiFi
2492,2/23/2024,55,46-60,0.4,2.8,3.1,6.3,Tablet,Mobile Data
2493,5/22/2024,54,46-60,3.7,1.8,2,7.5,Tablet,Mobile Data
2494,4/1/2024,33,26-35,3,5.9,1.8,10.7,Tablet,WiFi
2495,2/6/2024,41,36-45,3.7,1.9,2.4,8,Mobile,WiFi
2496,12/4/2024,44,36-45,1,5.4,1.4,7.8,Tablet,WiFi
2497,1/1/2024,61,60+,1.9,1.5,3.2,6.6,Laptop,WiFi
2498,6/24/2024,73,60+,1.8,6.1,3.4,11.3,Mobile,WiFi
2499,3/11/2024,52,46-60,2,6.3,1.6,9.9,Laptop,Mobile Data
2500,11/17/2024,15,13-18,1.5,4.2,1.6,7.3,Laptop,Mobile Data
2501,1/21/2024,73,60+,0.9,6.4,3.1,10.4,Laptop,WiFi
2502,4/29/2024,46,46-60,0.3,5,3.3,8.6,Laptop,WiFi
2503,12/27/2024,44,36-45,3.3,4.3,3.4,11,Tablet,Mobile Data
2504,1/25/2024,27,26-35,3.2,1.3,0.7,5.2,Tablet,Mobile Data
2505,4/10/2024,30,26-35,3.6,5.6,0.9,10.1,Tablet,Mobile Data
2506,12/7/2024,21,19-25,3.3,3.9,2.8,10,Laptop,WiFi
2507,10/11/2024,16,13-18,1.4,5.8,2.9,10.1,Tablet,Mobile Data
2508,9/10/2024,33,26-35,3.5,6.1,1.4,11,Tablet,WiFi
2509,2/6/2024,20,19-25,1,2.5,3.3,6.8,Tablet,Mobile Data
2510,5/4/2024,49,46-60,1.1,1.4,0.7,3.2,Mobile,Mobile Data
2511,6/7/2024,35,26-35,2.8,1.8,1.2,5.8,Tablet,WiFi
2512,9/11/2024,49,46-60,1.7,6.6,2,10.3,Mobile,Mobile Data
2513,3/25/2024,63,60+,1.1,1.2,3.1,5.4,Laptop,WiFi
2514,5/3/2024,32,26-35,3.6,6.4,2,12,Laptop,WiFi
2515,11/25/2024,42,36-45,3.8,3,2.6,9.4,Laptop,WiFi
2516,6/16/2024,29,26-35,0.4,4.6,0.8,5.8,Mobile,Mobile Data
2517,4/30/2024,40,36-45,3.8,6.2,3.1,13.1,Tablet,WiFi
2518,6/3/2024,32,26-35,3.4,4.5,1.8,9.7,Mobile,WiFi
2519,4/22/2024,39,36-45,3.2,2,3.4,8.6,Mobile,Mobile Data
2520,12/16/2024,14,13-18,1.3,5.6,1.5,8.4,Laptop,Mobile Data
2521,2/6/2024,20,19-25,1.3,6.8,3.5,11.6,Tablet,Mobile Data
2522,8/9/2024,26,26-35,2.6,2.6,2.4,7.6,Tablet,Mobile Data
2523,12/22/2024,13,13-18,0.5,2,0.9,3.4,Laptop,Mobile Data
2524,4/4/2024,33,26-35,1.3,4.9,1,7.2,Mobile,Mobile Data
2525,10/16/2024,21,19-25,0.6,6.3,3.1,10,Tablet,Mobile Data
2526,6/28/2024,58,46-60,0.8,2.2,3,6,Tablet,WiFi
2527,11/18/2024,26,26-35,2.9,3.6,2.7,9.2,Mobile,WiFi
2528,3/2/2024,64,60+,3.4,1.7,2,7.1,Tablet,Mobile Data
2529,2/7/2024,21,19-25,1.7,4.1,1.7,7.5,Tablet,WiFi
2530,10/17/2024,21,19-25,0.5,3.2,0.9,4.6,Laptop,WiFi
2531,6/23/2024,36,36-45,3.6,2.7,2.8,9.1,Laptop,WiFi
2532,8/25/2024,23,19-25,2.5,6.1,2.3,10.9,Laptop,Mobile Data
2533,8/23/2024,20,19-25,2.7,4.1,0.8,7.6,Tablet,Mobile Data
2534,4/7/2024,37,36-45,3.6,4.5,1.6,9.7,Tablet,Mobile Data
2535,12/8/2024,18,13-18,2.1,5.6,1.9,9.6,Mobile,WiFi
2536,9/7/2024,60,46-60,2.6,1.2,3.3,7.1,Tablet,Mobile Data
2537,1/8/2024,41,36-45,1,4.9,3.3,9.2,Laptop,WiFi
2538,3/30/2024,19,19-25,0.9,6.6,2.2,9.7,Tablet,WiFi
2539,3/5/2024,46,46-60,2.3,1.7,1.6,5.6,Laptop,WiFi
2540,6/30/2024,61,60+,3.5,5.1,1.4,10,Mobile,Mobile Data
2541,8/30/2024,19,19-25,1.5,1,3,5.5,Laptop,Mobile Data
2542,1/4/2024,13,13-18,1.1,6.9,2.8,10.8,Mobile,Mobile Data
2543,7/24/2024,33,26-35,1.1,5.6,2.5,9.2,Mobile,WiFi
2544,5/3/2024,18,13-18,2.2,6.5,1,9.7,Tablet,WiFi
2545,7/14/2024,24,19-25,1.5,6.5,2.1,10.1,Mobile,WiFi
2546,8/9/2024,67,60+,2.3,1.8,0.6,4.7,Laptop,WiFi
2547,8/7/2024,33,26-35,3.7,3.5,1.5,8.7,Tablet,Mobile Data
2548,2/10/2024,60,46-60,3.7,3.2,2,8.9,Tablet,Mobile Data
2549,9/26/2024,53,46-60,3.2,1.6,2.8,7.6,Laptop,WiFi
2550,10/23/2024,41,36-45,1.8,1.5,3.3,6.6,Mobile,Mobile Data
2551,2/26/2024,17,13-18,3.5,2.2,2.6,8.3,Tablet,WiFi
2552,8/20/2024,39,36-45,2.8,5.1,3,10.9,Laptop,Mobile Data
2553,5/10/2024,40,36-45,0.4,1.8,2.7,4.9,Tablet,Mobile Data
2554,11/1/2024,39,36-45,1.4,2.9,2.8,7.1,Mobile,WiFi
2555,2/11/2024,13,13-18,2.7,1.7,1.7,6.1,Tablet,Mobile Data
2556,3/25/2024,44,36-45,1.7,3.5,2,7.2,Mobile,Mobile Data
2557,12/5/2024,57,46-60,0.5,4.3,1.3,6.1,Tablet,WiFi
2558,3/16/2024,56,46-60,0.7,5.1,2.7,8.5,Mobile,Mobile Data
2559,5/8/2024,53,46-60,2.2,4.9,1.6,8.7,Mobile,Mobile Data
2560,10/12/2024,50,46-60,2.9,5.5,2.7,11.1,Tablet,Mobile Data
2561,11/29/2024,15,13-18,2.2,6.3,2.7,11.2,Tablet,Mobile Data
2562,7/15/2024,32,26-35,0.6,2,1.7,4.3,Laptop,Mobile Data
2563,8/1/2024,59,46-60,3.5,5.3,2.4,11.2,Tablet,Mobile Data
2564,2/21/2024,27,26-35,2.8,4.8,1.6,9.2,Laptop,Mobile Data
2565,6/25/2024,34,26-35,3.1,5.3,1,9.4,Mobile,Mobile Data
2566,7/26/2024,34,26-35,1.7,1.8,1.1,4.6,Laptop,Mobile Data
2567,10/9/2024,42,36-45,0.4,6.8,1.8,9,Laptop,Mobile Data
2568,3/20/2024,45,36-45,1.2,6.8,1.6,9.6,Tablet,Mobile Data
2569,6/18/2024,30,26-35,0.5,5.6,1,7.1,Laptop,WiFi
2570,11/20/2024,54,46-60,2.1,3.2,3.4,8.7,Tablet,WiFi
2571,1/3/2024,59,46-60,4,4.5,3.1,11.6,Mobile,Mobile Data
2572,1/18/2024,14,13-18,3.7,1.2,1.4,6.3,Laptop,Mobile Data
2573,3/18/2024,39,36-45,3.9,2.5,2.5,8.9,Tablet,Mobile Data
2574,4/1/2024,15,13-18,3.7,1.3,2.1,7.1,Tablet,Mobile Data
2575,7/3/2024,15,13-18,1.9,3.8,1.5,7.2,Laptop,WiFi
2576,10/19/2024,48,46-60,1.3,3.3,3.1,7.7,Tablet,Mobile Data
2577,3/2/2024,21,19-25,3,2.4,3.2,8.6,Tablet,WiFi
2578,2/13/2024,28,26-35,2.2,5.8,2.4,10.4,Laptop,Mobile Data
2579,6/30/2024,41,36-45,2.5,1.7,1.7,5.9,Tablet,WiFi
2580,12/3/2024,16,13-18,4,6.6,1.1,11.7,Mobile,WiFi
2581,2/29/2024,25,19-25,4,3.5,2.9,10.4,Mobile,Mobile Data
2582,11/7/2024,46,46-60,2.5,1.2,2.5,6.2,Laptop,Mobile Data
2583,11/29/2024,22,19-25,2.8,1.9,2.1,6.8,Laptop,WiFi
2584,2/25/2024,33,26-35,1.5,4.9,1.9,8.3,Tablet,WiFi
2585,12/18/2024,66,60+,2.4,5.7,1.6,9.7,Tablet,WiFi
2586,6/25/2024,16,13-18,1.9,2.8,2.7,7.4,Laptop,Mobile Data
2587,8/15/2024,18,13-18,1.5,5.1,2.1,8.7,Tablet,Mobile Data
2588,4/14/2024,62,60+,3.6,2.3,3,8.9,Mobile,Mobile Data
2589,6/19/2024,32,26-35,1.9,6.2,0.5,8.6,Mobile,Mobile Data
2590,8/17/2024,51,46-60,0.9,2.5,2.6,6,Tablet,Mobile Data
2591,2/22/2024,41,36-45,1.6,4.3,1.5,7.4,Mobile,WiFi
2592,11/13/2024,27,26-35,2.6,4.9,2.1,9.6,Tablet,Mobile Data
2593,10/10/2024,62,60+,3.2,2.4,1.9,7.5,Mobile,Mobile Data
2594,4/26/2024,65,60+,1.5,1,2.2,4.7,Laptop,WiFi
2595,12/7/2024,33,26-35,1.8,1.7,2.7,6.2,Tablet,WiFi
2596,8/1/2024,13,13-18,2.4,5.1,2.2,9.7,Laptop,WiFi
2597,12/17/2024,69,60+,3.8,2.9,1.2,7.9,Tablet,Mobile Data
2598,11/6/2024,21,19-25,1.9,6.4,0.9,9.2,Laptop,Mobile Data
2599,2/2/2024,13,13-18,2.4,1.1,1.2,4.7,Mobile,Mobile Data
2600,11/28/2024,55,46-60,0.6,4.3,1.4,6.3,Tablet,WiFi
2601,10/24/2024,26,26-35,0.3,6.1,1.2,7.6,Tablet,WiFi
2602,9/30/2024,25,19-25,3.9,2.5,1.8,8.2,Mobile,Mobile Data
2603,1/9/2024,28,26-35,3.3,4.4,1.9,9.6,Tablet,Mobile Data
2604,8/7/2024,50,46-60,2,4.9,0.9,7.8,Tablet,Mobile Data
2605,2/19/2024,14,13-18,2.7,6.8,1,10.5,Tablet,Mobile Data
2606,12/11/2024,17,13-18,2.8,5.5,1.5,9.8,Laptop,Mobile Data
2607,8/22/2024,41,36-45,2.4,4,1,7.4,Mobile,Mobile Data
2608,10/31/2024,13,13-18,0.5,5.1,3,8.6,Laptop,Mobile Data
2609,4/24/2024,47,46-60,1.3,5.2,1.6,8.1,Mobile,Mobile Data
2610,1/15/2024,16,13-18,3.3,3.9,1.6,8.8,Laptop,Mobile Data
2611,1/21/2024,37,36-45,0.7,4.5,1.2,6.4,Tablet,WiFi
2612,10/16/2024,43,36-45,3.6,5,2.8,11.4,Mobile,WiFi
2613,11/2/2024,30,26-35,0.8,3.3,1.9,6,Mobile,WiFi
2614,11/29/2024,40,36-45,3,4.1,2.4,9.5,Tablet,Mobile Data
2615,1/5/2024,67,60+,0.2,2,1,3.2,Mobile,Mobile Data
2616,11/27/2024,15,13-18,1.7,3.8,2.6,8.1,Laptop,WiFi
2617,8/21/2024,14,13-18,3.6,1.3,1.7,6.6,Mobile,Mobile Data
2618,6/25/2024,14,13-18,2.2,3.9,1.8,7.9,Mobile,Mobile Data
2619,1/6/2024,48,46-60,0.3,6.7,2.4,9.4,Laptop,WiFi
2620,2/10/2024,24,19-25,1.9,4.4,1.5,7.8,Tablet,WiFi
2621,3/11/2024,75,60+,0.5,2.4,0.6,3.5,Tablet,Mobile Data
2622,4/21/2024,70,60+,2.5,6.8,2.5,11.8,Tablet,Mobile Data
2623,10/22/2024,46,46-60,3.6,3.5,1.9,9,Laptop,WiFi
2624,10/30/2024,29,26-35,1.1,2,2.2,5.3,Laptop,WiFi
2625,3/17/2024,19,19-25,0.4,3.9,2.5,6.8,Laptop,WiFi
2626,5/11/2024,29,26-35,2.5,4.9,3,10.4,Mobile,Mobile Data
2627,5/14/2024,75,60+,3.3,5.6,2.7,11.6,Tablet,WiFi
2628,7/9/2024,18,13-18,1.9,4.2,1.3,7.4,Tablet,Mobile Data
2629,6/21/2024,69,60+,1.3,2.6,3.5,7.4,Laptop,Mobile Data
2630,8/9/2024,40,36-45,1.4,1.9,1.9,5.2,Laptop,Mobile Data
2631,7/29/2024,68,60+,2.3,3,1.7,7,Mobile,Mobile Data
2632,2/2/2024,32,26-35,3.5,6.8,2.5,12.8,Mobile,WiFi
2633,5/4/2024,59,46-60,2,3.9,2.1,8,Laptop,Mobile Data
2634,7/11/2024,68,60+,1.1,1.4,0.6,3.1,Laptop,Mobile Data
2635,12/5/2024,63,60+,2.1,5.7,1.7,9.5,Laptop,Mobile Data
2636,10/25/2024,44,36-45,1.3,5.7,2.2,9.2,Laptop,WiFi
2637,1/26/2024,69,60+,3.9,2.8,1.3,8,Tablet,WiFi
2638,5/31/2024,14,13-18,2.3,1.2,1.1,4.6,Mobile,WiFi
2639,11/11/2024,34,26-35,3.2,5,3.3,11.5,Laptop,Mobile Data
2640,9/11/2024,14,13-18,3.1,2.3,1.6,7,Mobile,WiFi
2641,12/5/2024,18,13-18,1.1,2.6,3.4,7.1,Laptop,WiFi
2642,8/24/2024,16,13-18,2.6,4.2,1.2,8,Laptop,Mobile Data
2643,7/2/2024,31,26-35,1.9,5.9,2.9,10.7,Tablet,Mobile Data
2644,8/31/2024,41,36-45,3.9,5.8,2.7,12.4,Mobile,Mobile Data
2645,8/3/2024,33,26-35,3.3,3.4,0.9,7.6,Tablet,WiFi
2646,6/17/2024,53,46-60,2.5,1.1,1.5,5.1,Tablet,WiFi
2647,9/17/2024,18,13-18,1.9,1.6,2.5,6,Tablet,Mobile Data
2648,8/18/2024,70,60+,3.4,4.5,1.8,9.7,Laptop,Mobile Data
2649,4/25/2024,17,13-18,1.9,6.2,1.1,9.2,Tablet,Mobile Data
2650,5/11/2024,15,13-18,0.6,1.8,2.8,5.2,Laptop,Mobile Data
2651,4/29/2024,28,26-35,2.6,2.9,1.8,7.3,Laptop,Mobile Data
2652,3/26/2024,50,46-60,3.3,4,3.2,10.5,Mobile,WiFi
2653,5/16/2024,25,19-25,3.5,3.2,2,8.7,Mobile,WiFi
2654,9/11/2024,39,36-45,3.6,6.4,2.9,12.9,Mobile,Mobile Data
2655,1/30/2024,62,60+,3.7,5.7,1.5,10.9,Tablet,WiFi
2656,1/3/2024,25,19-25,1.4,2.4,1.7,5.5,Laptop,Mobile Data
2657,3/27/2024,60,46-60,1.8,3.7,2.7,8.2,Laptop,WiFi
2658,12/8/2024,28,26-35,2.9,3.1,3.5,9.5,Laptop,Mobile Data
2659,2/6/2024,30,26-35,0.8,3.7,2.5,7,Laptop,Mobile Data
2660,6/24/2024,74,60+,0.7,4.3,1.2,6.2,Mobile,WiFi
2661,10/14/2024,70,60+,2.7,4.5,0.8,8,Tablet,WiFi
2662,1/10/2024,61,60+,1.7,4.3,0.8,6.8,Laptop,WiFi
2663,7/27/2024,48,46-60,1.6,1.9,3.3,6.8,Mobile,Mobile Data
2664,4/27/2024,59,46-60,3.5,1.4,2.5,7.4,Laptop,Mobile Data
2665,4/10/2024,17,13-18,1.4,5.9,1.2,8.5,Tablet,WiFi
2666,8/26/2024,49,46-60,2.9,4.9,1.6,9.4,Mobile,Mobile Data
2667,8/6/2024,13,13-18,3.2,6.8,0.8,10.8,Mobile,Mobile Data
2668,3/24/2024,53,46-60,0.9,1.9,1.2,4,Mobile,Mobile Data
2669,9/26/2024,25,19-25,2.2,1.1,3.1,6.4,Laptop,WiFi
2670,5/21/2024,35,26-35,1.4,5.5,2.4,9.3,Tablet,WiFi
2671,6/4/2024,27,26-35,2.8,3.7,2.6,9.1,Laptop,WiFi
2672,2/16/2024,47,46-60,2.2,4.1,1.7,8,Laptop,WiFi
2673,4/20/2024,67,60+,0.9,5.4,3.3,9.6,Tablet,Mobile Data
